run_1/battery/battery_onboarding/3fdfdbb8-e031-4425-af7b-6e24cb5cba8e, file: bickel-titrator-results.json
run_1/battery/battery_onboarding/db84d61d-1278-485b-9892-7bdcb25047fc, file: plus-minus-results.json
run_1/battery/battery_onboarding/db84d61d-1278-485b-9892-7bdcb25047fc, file: probabilistic-selection-results.json
run_1/battery/battery_onboarding/9d0d662e-fa16-4ce4-b17f-f935ba63cbd5, file: semantic-verbal-fluency-results.json
run_1/battery/battery_onboarding/4ab6e6dc-b522-4305-837c-7b77c7301453, file: berlin-numeracy-test-results.json
run_1/battery/battery_onboarding/a452c389-5e45-4b8f-8d94-317dff7ab7df, file: jdm-classics-results.json
run_1/battery/battery_onboarding/f4663838-ab26-4ead-8f52-01a60b5610a4, file: need-for-cognition-and-faith-in-intuition-survey-results.json
run_1/battery/battery_offboarding/ed73a558-557e-44a8-a0cc-6c27fa287f62, file: mindful-attention-awareness-survey-results.json
run_1/battery/battery_offboarding/0f53e207-f2d8-456d-b1d8-71bdef83b844, file: mindful-attention-awareness-survey-results.json
run_1/battery/battery_offboarding/5fa55820-d508-4457-8b4a-ac3ca859700b, file: two-stage-decision-results.json
run_1/battery/battery_offboarding/11d09160-db68-4443-9a3a-8dfa3dc020a7, file: information-sampling-task-results.json
run_1/battery/battery_offboarding/11d09160-db68-4443-9a3a-8dfa3dc020a7, file: bickel-titrator-results.json
run_1/battery/battery_offboarding/f7b6cf25-1802-4b54-83ce-869307350a85, file: jdm-classics-results.json
run_1/battery/battery_offboarding/f7b6cf25-1802-4b54-83ce-869307350a85, file: brief-self-control-survey-results.json
run_1/battery/battery_offboarding/f7b6cf25-1802-4b54-83ce-869307350a85, file: maximizing-tendency-survey-results.json
run_1/battery/battery_offboarding/f7b6cf25-1802-4b54-83ce-869307350a85, file: emotion-regulation-results.json
run_2/battery/run2_battery_onboarding/5dedaab8-a636-404d-a7e3-1bf1e929dddd_finished, file: keep-track-results.json
run_2/battery/run2_battery_onboarding/5dedaab8-a636-404d-a7e3-1bf1e929dddd_finished, file: simon-results.json
run_2/battery/run2_battery_onboarding/a7a2844e-15ac-448a-a5bc-44e4f5652d89_finished, file: keep-track-results.json
run_2/battery/run2_battery_onboarding/c02d3f10-eab9-4bb1-9a2c-53c0acacb8ba_finished, file: simple-reaction-time-results.json
run_2/battery/run2_battery_onboarding/a41b67f3-e73b-4ce2-a274-411969496f5e_finished, file: trait-hedonic-capacity-survey-results.json
run_2/battery/run2_battery_onboarding/a6d7efd3-95db-4ace-90f7-b215c41c80de_finished, file: emotion-regulation-results.json
run_2/battery/run2_battery_onboarding/6fb68b0d-83fd-4834-9299-2f5aa22336bf_finished, file: jdm-classics-results.json
run_2/battery/run2_battery_onboarding/407445b9-ac2f-4734-9887-d143f88382e2_finished, file: maximizing-tendency-survey-results.json
run_2/battery/run2_battery_onboarding/a7b73569-7b5d-4c91-b0dd-8c75b855755c_finished, file: keep-track-results.json
run_2/battery/run2_battery_onboarding/a7b73569-7b5d-4c91-b0dd-8c75b855755c_finished, file: grit-scale-survey-results.json
run_2/battery/run2_battery_onboarding/a7b73569-7b5d-4c91-b0dd-8c75b855755c_finished, file: berlin-numeracy-test-results.json
run_2/battery/run2_battery_onboarding/4451d1a3-496a-4e5d-bf21-2c2a1d675c53, file: future-time-perspective-survey-results.json
run_2/battery/run2_battery_onboarding/81fa634b-cd81-4d79-b827-c75ca861f525_finished, file: propensity-to-plan-survey-results.json
run_2/battery/run2_battery_onboarding/20d7ef9a-8533-4d02-a79b-abb471d85aeb_finished, file: five-item-ambition-survey-results.json
run_2/battery/run2_battery_onboarding/20d7ef9a-8533-4d02-a79b-abb471d85aeb_finished, file: information-sampling-task-results.json
run_2/battery/run2_battery_onboarding/20d7ef9a-8533-4d02-a79b-abb471d85aeb_finished, file: effort-avoidance-task-results.json
run_2/battery/run2_battery_onboarding/20d7ef9a-8533-4d02-a79b-abb471d85aeb_finished, file: emotion-regulation-results.json
run_2/battery/run2_battery_onboarding/a80dee91-75c9-4e4e-bb10-f0719dadc781_finished, file: trait-emotional-intelligence-short-survey-results.json
run_2/battery/run2_battery_onboarding/a96217f2-b769-495d-ab0c-549c884aa0b3_finished, file: need-for-cognition-and-faith-in-intuition-survey-results.json
run_2/battery/run2_battery_onboarding/89aa864c-51a9-4009-a252-1ec89636c909_finished, file: mindful-attention-awareness-survey-results.json
run_2/battery/run2_battery_onboarding/70662b8d-3e6d-48a9-8493-e56834f846b8_finished, file: simon-results.json
run_2/battery/run2_battery_onboarding/3099839c-878e-4857-98fb-cbf0dea70b76, file: sona-id-entry-results.json
run_2/battery/run2_battery_onboarding/49ed68bd-bd63-451d-8a31-617333b49f46, file: jdm-classics-results.json
run_2/battery/run2_battery_onboarding/cab5fdcc-f2b8-47dc-90bb-a6cde32901bb_finished, file: life-orientation-test-revised-optimism-survey-results.json
run_2/battery/run2_battery_onboarding/83f6cd2b-5e8a-4189-9d6e-e1a9a9f7a537, file: jdm-classics-results.json
run_2/battery/run2_battery_onboarding/a7b67442-0f24-4bc3-8ebe-4b05bdf06564_finished, file: need-for-cognition-and-faith-in-intuition-survey-results.json
run_2/battery/run2_battery_onboarding/ec7d54c4-b255-4b14-ba4a-bcb7f8da67c0, file: plus-minus-results.json
run_2/battery/run2_battery_onboarding/ec7d54c4-b255-4b14-ba4a-bcb7f8da67c0, file: psychomotor-vigilance-test-results.json
run_2/battery/run2_battery_offboarding/ca87fd61-06e1-4ace-919e-fe7bbd80a5ab_finished, file: ravens-results.json
run_2/battery/run2_battery_offboarding/1f167a2f-32a1-4d84-97ac-772e2ece4f5f_finished, file: plus-minus-results.json
run_2/battery/run2_battery_offboarding/4d43a12b-1cd4-4a30-8bd5-828cd9a9eaaa_finished, file: shift-task-results.json
run_2/battery/run2_battery_offboarding/4d43a12b-1cd4-4a30-8bd5-828cd9a9eaaa_finished, file: tower-of-london-results.json
run_2/battery/run2_battery_offboarding/4d43a12b-1cd4-4a30-8bd5-828cd9a9eaaa_finished, file: simon-results.json
run_2/battery/run2_battery_offboarding/b73f653a-8bd8-45f9-a3eb-501ada7c4a4a_finished, file: ravens-results.json
run_2/battery/run2_battery_offboarding/a0a36c8f-8004-49a6-a7bb-e37197911607_finished, file: two-stage-decision-results.json
run_2/battery/run2_battery_offboarding/bc096caf-b6fe-4d46-883f-c4f64446307c_finished, file: holt-laury-survey-results.json
run_2/battery/run2_battery_offboarding/69239169-9313-4350-b220-7bdb95c7d3cb_finished, file: jdm-classics-results.json
run_2/battery/run2_battery_offboarding/2020a4e8-8c22-495a-92fe-7c95c0215429_finished, file: simple-reaction-time-results.json
run_2/battery/run2_battery_offboarding/adae373b-9f14-4c33-ae65-8070c76d06e1_finished, file: plus-minus-results.json
run_2/battery/run2_battery_offboarding/a3b234d5-feb4-402d-b5d6-457d1df4f7a1_finished, file: trait-robustness-of-self-confidence-survey-results.json
run_2/battery/run2_battery_offboarding/9c5ead5d-8673-4a99-b1f4-16edbc2c91ae_finished, file: positive-and-negative-affect-short-survey-results.json
run_2/battery/run2_battery_offboarding/ea993010-f0cb-4bc6-a476-5a803c506274_finished, file: secular-measure-of-work-ethic-survey-results.json
run_2/battery/run2_battery_offboarding/a30a729b-4921-4c90-89a8-7a0487326712_finished, file: need-for-cognition-and-faith-in-intuition-survey-results.json
run_2/battery/run2_battery_offboarding/a18e54d4-b111-4e85-8e68-cb6fa9c653d7_finished, file: brief-self-control-survey-results.json
