ParticipantIdentifier,ActualDueDate,Task_Trailmaking_Time,Task_Trailmaking_Errors,Task_Stroop_TotalCorrectProp,Task_Stroop_CongruentCorrectProp,Task_Stroop_IncongruentCorrectProp,Task_Stroop_TotalAvgRT,Task_Stroop_CongruentAvgRT,Task_Stroop_IncongruentAvgRT,Task_PSAT_Accuracy,Task_PSAT_AvgTime,Task_Hanoi_Solved,Task_Hanoi_Moves,Task_RT_Mean,Task_RT_SD,Task_SSMemory_Score
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-15,9.062018990516663,0,0.95,0.9,1.0,0.902198727056384,0.8507102625211701,0.9536871915915981,0.9666666666666667,1.1096725875046098,,,1351601.5382031945,9.733924071664452,415.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-15,7.649721026420593,0,0.95,0.9,1.0,0.902198727056384,0.8507102625211701,0.9536871915915981,0.9666666666666667,1.1096725875046098,,,1351601.5382031945,9.733924071664452,415.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-15,8.499539017677307,0,0.95,0.9,1.0,0.902198727056384,0.8507102625211701,0.9536871915915981,0.9666666666666667,1.1096725875046098,,,1351601.5382031945,9.733924071664452,415.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-16,8.893882989883423,0,0.95,1.0,0.9230769230769231,0.9016177187324501,0.8155730118908521,0.9479494839548491,0.9,1.4596037138874334,True,33.0,1388483.1738106527,9.779653982973793,240.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-16,10.412547945976257,0,0.95,1.0,0.9230769230769231,0.9016177187324501,0.8155730118908521,0.9479494839548491,0.9,1.4596037138874334,True,33.0,1388483.1738106527,9.779653982973793,240.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-16,9.985509037971497,1,0.95,1.0,0.9230769230769231,0.9016177187324501,0.8155730118908521,0.9479494839548491,0.9,1.4596037138874334,True,33.0,1388483.1738106527,9.779653982973793,240.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-17,8.232264995574951,0,0.95,1.0,0.8888888888888888,0.7835834604571573,0.7259797462981872,0.8539879999847876,1.0,1.1553994791737432,True,31.0,1423303.8762641668,10.258775627865862,425.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-17,9.092300057411194,2,0.95,1.0,0.8888888888888888,0.7835834604571573,0.7259797462981872,0.8539879999847876,1.0,1.1553994791737432,True,31.0,1423303.8762641668,10.258775627865862,425.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-17,9.303205013275146,0,0.95,1.0,0.8888888888888888,0.7835834604571573,0.7259797462981872,0.8539879999847876,1.0,1.1553994791737432,True,31.0,1423303.8762641668,10.258775627865862,425.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-18,8.865160942077637,0,1.0,1.0,1.0,0.8568877375801094,0.880724962186915,0.8277533519495692,1.0,1.09068259584407,True,31.0,1473679.4482319306,9.663857290804486,440.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-18,8.557108998298645,0,1.0,1.0,1.0,0.8568877375801094,0.880724962186915,0.8277533519495692,1.0,1.09068259584407,True,31.0,1473679.4482319306,9.663857290804486,440.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-18,8.427235007286072,0,1.0,1.0,1.0,0.8568877375801094,0.880724962186915,0.8277533519495692,1.0,1.09068259584407,True,31.0,1473679.4482319306,9.663857290804486,440.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-19,7.181586980819702,0,1.0,1.0,1.0,0.7916854104609229,0.703479133406654,0.8798916875151918,1.0,1.13434777362272,True,32.0,1504218.9107879307,10.290141468648201,400.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-19,7.341516017913818,0,1.0,1.0,1.0,0.7916854104609229,0.703479133406654,0.8798916875151918,1.0,1.13434777362272,True,32.0,1504218.9107879307,10.290141468648201,400.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-19,9.801576972007751,1,1.0,1.0,1.0,0.7916854104609229,0.703479133406654,0.8798916875151918,1.0,1.13434777362272,True,32.0,1504218.9107879307,10.290141468648201,400.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-20,6.548367023468018,0,0.95,1.0,0.9,0.8097189541556873,0.7615852249786258,0.8578526833327487,0.9333333333333333,1.4120842666442799,True,31.0,1526284.4782298058,9.836381762350074,415.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-20,7.542263031005859,0,0.95,1.0,0.9,0.8097189541556873,0.7615852249786258,0.8578526833327487,0.9333333333333333,1.4120842666442799,True,31.0,1526284.4782298058,9.836381762350074,415.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-20,5.772287011146545,0,0.95,1.0,0.9,0.8097189541556873,0.7615852249786258,0.8578526833327487,0.9333333333333333,1.4120842666442799,True,31.0,1526284.4782298058,9.836381762350074,415.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-21,9.650771975517273,0,0.9,0.9230769230769231,0.8571428571428571,0.7895580978831276,0.7018386474094138,0.9524656487628818,1.0,1.0567680569443234,True,31.0,1560364.3746512223,10.641590113713798,255.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-21,9.551986932754517,0,0.9,0.9230769230769231,0.8571428571428571,0.7895580978831276,0.7018386474094138,0.9524656487628818,1.0,1.0567680569443234,True,31.0,1560364.3746512223,10.641590113713798,255.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-21,7.997123956680298,0,0.9,0.9230769230769231,0.8571428571428571,0.7895580978831276,0.7018386474094138,0.9524656487628818,1.0,1.0567680569443234,True,31.0,1560364.3746512223,10.641590113713798,255.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-22,7.368643045425415,0,1.0,1.0,1.0,0.7186875229468569,0.7266068499535322,0.7160477472779652,1.0,1.0874077389016734,True,31.0,1604967.8155305695,9.775392883570374,370.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-22,7.685284972190857,0,1.0,1.0,1.0,0.7186875229468569,0.7266068499535322,0.7160477472779652,1.0,1.0874077389016734,True,31.0,1604967.8155305695,9.775392883570374,370.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-22,7.575765013694763,0,1.0,1.0,1.0,0.7186875229468569,0.7266068499535322,0.7160477472779652,1.0,1.0874077389016734,True,31.0,1604967.8155305695,9.775392883570374,370.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-23,9.517001032829285,0,0.85,0.9090909090909091,0.7777777777777778,0.7958618791890331,0.7984152878634632,0.7927410463647296,1.0,1.3013370388963568,True,31.0,1640040.0706204306,9.781057839288454,440.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-23,7.581938028335571,0,0.85,0.9090909090909091,0.7777777777777778,0.7958618791890331,0.7984152878634632,0.7927410463647296,1.0,1.3013370388963568,True,31.0,1640040.0706204306,9.781057839288454,440.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-23,7.3321239948272705,0,0.85,0.9090909090909091,0.7777777777777778,0.7958618791890331,0.7984152878634632,0.7927410463647296,1.0,1.3013370388963568,True,31.0,1640040.0706204306,9.781057839288454,440.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-24,8.106773018836975,0,1.0,1.0,1.0,0.7724316104315221,0.7114247709047049,0.8334384499583394,1.0,1.1166192138412332,True,32.0,1676262.6509982087,9.715160462999494,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-24,7.132434010505676,0,1.0,1.0,1.0,0.7724316104315221,0.7114247709047049,0.8334384499583394,1.0,1.1166192138412332,True,32.0,1676262.6509982087,9.715160462999494,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-24,9.204530954360962,0,1.0,1.0,1.0,0.7724316104315221,0.7114247709047049,0.8334384499583394,1.0,1.1166192138412332,True,32.0,1676262.6509982087,9.715160462999494,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-25,7.9165118932724,0,1.0,1.0,1.0,0.7657795020844788,0.6940069584072464,0.8245024923658506,1.0,1.09525792360461,True,33.0,1706044.2523329584,9.74356284907357,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-25,7.356549024581909,0,1.0,1.0,1.0,0.7657795020844788,0.6940069584072464,0.8245024923658506,1.0,1.09525792360461,True,33.0,1706044.2523329584,9.74356284907357,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-25,6.676015019416809,0,1.0,1.0,1.0,0.7657795020844788,0.6940069584072464,0.8245024923658506,1.0,1.09525792360461,True,33.0,1706044.2523329584,9.74356284907357,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-26,11.884359002113342,2,0.95,1.0,0.8888888888888888,0.7407619145233184,0.7038714847823774,0.785850217540024,0.9333333333333333,1.2978122444668165,True,31.0,1728841.1819887504,9.678685498285239,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-26,8.634026050567627,0,0.95,1.0,0.8888888888888888,0.7407619145233184,0.7038714847823774,0.785850217540024,0.9333333333333333,1.2978122444668165,True,31.0,1728841.1819887504,9.678685498285239,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-26,8.057486057281494,0,0.95,1.0,0.8888888888888888,0.7407619145233184,0.7038714847823774,0.785850217540024,0.9333333333333333,1.2978122444668165,True,31.0,1728841.1819887504,9.678685498285239,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-27,7.122162938117981,0,1.0,1.0,1.0,0.6726495687384159,0.6638857166981325,0.6814134207786993,1.0,1.0672183208245165,False,0.0,1759389.7588559168,9.685426036998848,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-27,6.206480979919434,0,1.0,1.0,1.0,0.6726495687384159,0.6638857166981325,0.6814134207786993,1.0,1.0672183208245165,False,0.0,1759389.7588559168,9.685426036998848,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-27,6.676944017410278,0,1.0,1.0,1.0,0.6726495687384159,0.6638857166981325,0.6814134207786993,1.0,1.0672183208245165,False,0.0,1759389.7588559168,9.685426036998848,540.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-28,8.688997030258179,0,1.0,1.0,1.0,0.706352785416857,0.6411020166669914,0.7716035541667224,0.9666666666666667,1.0440400361114965,True,39.0,25933.579208402778,14.618200217653303,400.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-28,6.915241003036499,0,1.0,1.0,1.0,0.706352785416857,0.6411020166669914,0.7716035541667224,0.9666666666666667,1.0440400361114965,True,39.0,25933.579208402778,14.618200217653303,400.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-28,6.270763993263245,0,1.0,1.0,1.0,0.706352785416857,0.6411020166669914,0.7716035541667224,0.9666666666666667,1.0440400361114965,True,39.0,25933.579208402778,14.618200217653303,400.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-29,9.39278495311737,0,1.0,1.0,1.0,0.7057543541646737,0.6875235648153143,0.7206704545414223,1.0,1.14800355972305,True,36.0,66535.07901975,9.794917843819277,430.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-29,7.070449948310852,0,1.0,1.0,1.0,0.7057543541646737,0.6875235648153143,0.7206704545414223,1.0,1.14800355972305,True,36.0,66535.07901975,9.794917843819277,430.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-29,7.8917930126190186,0,1.0,1.0,1.0,0.7057543541646737,0.6875235648153143,0.7206704545414223,1.0,1.14800355972305,True,36.0,66535.07901975,9.794917843819277,430.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-30,6.529155015945435,0,1.0,1.0,1.0,0.775926587502181,0.744110178037028,0.8148133101818126,1.0,1.11445125833367,True,31.0,96030.90241063888,9.648160011384123,480.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-30,7.312729001045227,0,1.0,1.0,1.0,0.775926587502181,0.744110178037028,0.8148133101818126,1.0,1.11445125833367,True,31.0,96030.90241063888,9.648160011384123,480.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-30,8.64951503276825,0,1.0,1.0,1.0,0.775926587502181,0.744110178037028,0.8148133101818126,1.0,1.11445125833367,True,31.0,96030.90241063888,9.648160011384123,480.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-31,8.045863032341003,0,0.95,1.0,0.9090909090909091,0.8393151062497054,0.8691029166657245,0.8149432613638716,1.0,1.1506921874999534,True,32.0,124047.59237105557,9.982794166954776,325.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-31,7.714879989624023,0,0.95,1.0,0.9090909090909091,0.8393151062497054,0.8691029166657245,0.8149432613638716,1.0,1.1506921874999534,True,32.0,124047.59237105557,9.982794166954776,325.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-08-31,7.91002094745636,0,0.95,1.0,0.9090909090909091,0.8393151062497054,0.8691029166657245,0.8149432613638716,1.0,1.1506921874999534,True,32.0,124047.59237105557,9.982794166954776,325.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-09-01,7.798237919807434,0,0.95,0.875,1.0,0.7154645729198819,0.7342028906423366,0.7029723611049121,1.0,1.0650811319472266,True,31.0,155072.44338102778,9.92156523402594,460.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-09-01,8.17326295375824,0,0.95,0.875,1.0,0.7154645729198819,0.7342028906423366,0.7029723611049121,1.0,1.0650811319472266,True,31.0,155072.44338102778,9.92156523402594,460.0
48396d3f-058f-4526-b7e7-b260c92774ea,2022-09-01,7.572219014167786,0,0.95,0.875,1.0,0.7154645729198819,0.7342028906423366,0.7029723611049121,1.0,1.0650811319472266,True,31.0,155072.44338102778,9.92156523402594,460.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-16,15.371922969818115,3,1.0,1.0,1.0,1.005509281250852,0.8282770462925934,1.150517473489427,0.3,2.3957449041661065,False,51.0,110249.9733137361,9.535809026002715,385.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-16,14.732003092765808,0,1.0,1.0,1.0,1.005509281250852,0.8282770462925934,1.150517473489427,0.3,2.3957449041661065,False,51.0,110249.9733137361,9.535809026002715,385.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-17,8.983849048614502,2,1.0,1.0,1.0,0.628936712504219,0.6010125265218614,0.6630662731493229,0.16666666666666666,1.1034961152821767,False,105.0,123454.33696719445,8.501630264032066,355.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-17,17.689118027687073,3,1.0,1.0,1.0,0.628936712504219,0.6010125265218614,0.6630662731493229,0.16666666666666666,1.1034961152821767,False,105.0,123454.33696719445,8.501630264032066,355.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-17,24.100507020950317,2,1.0,1.0,1.0,0.628936712504219,0.6010125265218614,0.6630662731493229,0.16666666666666666,1.1034961152821767,False,105.0,123454.33696719445,8.501630264032066,355.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-21,11.484129905700684,0,1.0,1.0,1.0,0.719859558331882,0.664163435181965,0.7654291136363596,0.06666666666666667,1.7029440597213865,False,43.0,62656.236592305555,9.578156197225246,460.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-21,13.581326007843018,3,1.0,1.0,1.0,0.719859558331882,0.664163435181965,0.7654291136363596,0.06666666666666667,1.7029440597213865,False,43.0,62656.236592305555,9.578156197225246,460.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-21,15.415179967880249,0,1.0,1.0,1.0,0.719859558331882,0.664163435181965,0.7654291136363596,0.06666666666666667,1.7029440597213865,False,43.0,62656.236592305555,9.578156197225246,460.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-22,10.006574034690857,0,1.0,1.0,1.0,0.8355012187472312,0.7834802651513283,0.8990823842533346,0.03333333333333333,2.18575639583384,False,2.0,121199.59668043058,9.518052720034284,385.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-22,9.470702052116394,0,1.0,1.0,1.0,0.8355012187472312,0.7834802651513283,0.8990823842533346,0.03333333333333333,2.18575639583384,False,2.0,121199.59668043058,9.518052720034284,385.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-24,12.47145402431488,0,0.8,0.8888888888888888,0.7272727272727273,0.7793323208388756,0.7630929305515666,0.7926190947103102,0.2,2.0735894013885035,False,9.0,190467.6065927917,9.500486688830824,305.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-24,12.298298954963684,0,0.8,0.8888888888888888,0.7272727272727273,0.7793323208388756,0.7630929305515666,0.7926190947103102,0.2,2.0735894013885035,False,9.0,190467.6065927917,9.500486688830824,305.0
90a04229-610a-4d4f-a5c9-78b388065cfb,2022-08-24,15.515800952911377,1,0.8,0.8888888888888888,0.7272727272727273,0.7793323208388756,0.7630929305515666,0.7926190947103102,0.2,2.0735894013885035,False,9.0,190467.6065927917,9.500486688830824,305.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-16,13.17996597290039,0,0.8947368421052632,1.0,0.6666666666666666,1.0673176140254854,0.7853901570331521,1.6781604375088743,0.43333333333333335,2.4087221513870936,False,23.0,488015.0977837083,10.70566349633058,410.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-16,12.09599506855011,2,0.8947368421052632,1.0,0.6666666666666666,1.0673176140254854,0.7853901570331521,1.6781604375088743,0.43333333333333335,2.4087221513870936,False,23.0,488015.0977837083,10.70566349633058,410.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-17,9.362604975700378,0,0.95,1.0,0.9375,0.9964547458279412,0.658451083349064,1.0809556614476605,0.9,1.3132286847142198,True,126.0,529519.8076229583,9.567813127473872,500.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-17,14.73946499824524,1,0.95,1.0,0.9375,0.9964547458279412,0.658451083349064,1.0809556614476605,0.9,1.3132286847142198,True,126.0,529519.8076229583,9.567813127473872,500.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-17,12.411379933357239,0,0.95,1.0,0.9375,0.9964547458279412,0.658451083349064,1.0809556614476605,0.9,1.3132286847142198,True,126.0,529519.8076229583,9.567813127473872,500.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-18,12.629178047180176,1,1.0,1.0,1.0,0.82838098538341,0.7769223582930863,0.9827568666543811,0.9333333333333333,1.4055659055632233,True,87.0,558795.765517014,12.197083263104322,340.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-18,11.696829080581665,0,1.0,1.0,1.0,0.82838098538341,0.7769223582930863,0.9827568666543811,0.9333333333333333,1.4055659055632233,True,87.0,558795.765517014,12.197083263104322,340.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-18,10.11015796661377,0,1.0,1.0,1.0,0.82838098538341,0.7769223582930863,0.9827568666543811,0.9333333333333333,1.4055659055632233,True,87.0,558795.765517014,12.197083263104322,340.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-19,10.930626034736633,1,1.0,1.0,1.0,1.118159533321159,1.066980093746679,1.194928692682879,0.8333333333333334,1.71198125972102,False,118.0,590148.0370327918,9.662953322645018,395.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-19,15.379269003868103,0,1.0,1.0,1.0,1.118159533321159,1.066980093746679,1.194928692682879,0.8333333333333334,1.71198125972102,False,118.0,590148.0370327918,9.662953322645018,395.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-19,17.5294109582901,2,1.0,1.0,1.0,1.118159533321159,1.066980093746679,1.194928692682879,0.8333333333333334,1.71198125972102,False,118.0,590148.0370327918,9.662953322645018,395.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-20,8.006757974624634,0,0.95,1.0,0.9,0.8833279625002433,0.7567388333336567,1.0099170916668299,0.7333333333333333,1.49224055555557,True,68.0,16127.085409041669,10.585251753698651,325.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-20,11.72324800491333,2,0.95,1.0,0.9,0.8833279625002433,0.7567388333336567,1.0099170916668299,0.7333333333333333,1.49224055555557,True,68.0,16127.085409041669,10.585251753698651,325.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-20,9.196431040763855,0,0.95,1.0,0.9,0.8833279625002433,0.7567388333336567,1.0099170916668299,0.7333333333333333,1.49224055555557,True,68.0,16127.085409041669,10.585251753698651,325.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-21,6.661195993423462,0,1.0,1.0,1.0,0.7086188604152994,0.70418759722088,0.7152657552069286,0.9666666666666667,1.2494880055555166,True,64.0,41017.969844847226,9.592487779332615,390.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-21,8.796748995780945,0,1.0,1.0,1.0,0.7086188604152994,0.70418759722088,0.7152657552069286,0.9666666666666667,1.2494880055555166,True,64.0,41017.969844847226,9.592487779332615,390.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-21,8.114179015159607,0,1.0,1.0,1.0,0.7086188604152994,0.70418759722088,0.7152657552069286,0.9666666666666667,1.2494880055555166,True,64.0,41017.969844847226,9.592487779332615,390.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-22,9.99547290802002,1,0.95,1.0,0.9090909090909091,0.8499234250011796,0.7511619583334929,0.9307282613656505,0.9,1.57396236388983,True,64.0,78109.11685026389,9.56660760297933,460.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-22,9.695816040039062,0,0.95,1.0,0.9090909090909091,0.8499234250011796,0.7511619583334929,0.9307282613656505,0.9,1.57396236388983,True,64.0,78109.11685026389,9.56660760297933,460.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-22,11.964022994041443,1,0.95,1.0,0.9090909090909091,0.8499234250011796,0.7511619583334929,0.9307282613656505,0.9,1.57396236388983,True,64.0,78109.11685026389,9.56660760297933,460.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-23,9.042181015014648,1,1.0,1.0,1.0,0.9042906583374133,0.7985110583394999,1.0100702583353267,0.9,1.47552346944285,True,46.0,136971.7365410139,14.343576528678156,480.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-23,9.426856994628906,0,1.0,1.0,1.0,0.9042906583374133,0.7985110583394999,1.0100702583353267,0.9,1.47552346944285,True,46.0,136971.7365410139,14.343576528678156,480.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-23,10.292405009269714,0,1.0,1.0,1.0,0.9042906583374133,0.7985110583394999,1.0100702583353267,0.9,1.47552346944285,True,46.0,136971.7365410139,14.343576528678156,480.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-24,8.108787059783936,0,1.0,1.0,1.0,0.774593270823243,0.7381192660160685,0.8423307083222815,0.7333333333333333,1.4926526124996602,True,74.0,171329.97027106944,9.569909743462178,305.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-24,10.17726993560791,0,1.0,1.0,1.0,0.774593270823243,0.7381192660160685,0.8423307083222815,0.7333333333333333,1.4926526124996602,True,74.0,171329.97027106944,9.569909743462178,305.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-24,9.33360493183136,1,1.0,1.0,1.0,0.774593270823243,0.7381192660160685,0.8423307083222815,0.7333333333333333,1.4926526124996602,True,74.0,171329.97027106944,9.569909743462178,305.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-29,7.745093941688538,0,1.0,1.0,1.0,0.7788227979210205,0.7107653250044678,0.8015086222265382,0.9333333333333333,1.1870331263873,True,47.0,72094.544563625,9.64040481544911,540.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-29,8.244304060935974,0,1.0,1.0,1.0,0.7788227979210205,0.7107653250044678,0.8015086222265382,0.9333333333333333,1.1870331263873,True,47.0,72094.544563625,9.64040481544911,540.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-29,7.343828082084656,1,1.0,1.0,1.0,0.7788227979210205,0.7107653250044678,0.8015086222265382,0.9333333333333333,1.1870331263873,True,47.0,72094.544563625,9.64040481544911,540.0
5408f8eb-b5f6-4334-a9af-f0244b3f4432,2022-08-30,7.643779039382935,0,0.95,0.9230769230769231,1.0,0.6800781833291694,0.6504273429432382,0.7351440297601844,0.8666666666666667,1.18004647638833,True,59.0,101525.85782648611,9.93614387476881,480.0
